AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,FraudFound_P,Deductible,AgentType,AddressChange_Claim,BasePolicy
Urban,Male,Married,52,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,35,Policy Holder,Sport,0,400,External,4 to 8 years,Liability
Urban,Female,Married,54,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,49,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Single,35,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,27,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,60,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,47,Policy Holder,Sport,0,700,External,4 to 8 years,Liability
Urban,Male,Married,44,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Single,23,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,46,Third Party,Sport,0,400,External,no change,Collision
Urban,Male,Married,28,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,29,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,53,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,29,Third Party,Sedan,0,400,External,4 to 8 years,Collision
Urban,Male,Married,42,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Divorced,58,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,55,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,41,Third Party,Sport,0,400,External,no change,Collision
Urban,Male,Single,52,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,36,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,30,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,30,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,23,Third Party,Sedan,0,500,External,2 to 3 years,Collision
Urban,Male,Married,35,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,33,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Married,34,Third Party,Sedan,0,400,External,no change,Collision
Urban,Female,Single,34,Third Party,Sedan,0,400,External,no change,Collision
Rural,Male,Married,51,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Single,35,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,80,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,51,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,56,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Single,49,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,0,Policy Holder,Sedan,0,400,External,4 to 8 years,All Perils
Urban,Male,Married,43,Policy Holder,Sedan,0,700,External,no change,Collision
Urban,Male,Married,40,Third Party,Sedan,0,400,External,no change,Collision
Urban,Female,Married,63,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,43,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,28,Third Party,Sport,0,400,External,no change,Collision
Urban,Male,Married,37,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,0,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,32,Policy Holder,Sport,0,700,External,no change,Liability
Urban,Male,Married,47,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,51,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,28,Third Party,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,32,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,30,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,71,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,41,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,40,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,47,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,54,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,35,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,31,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Married,34,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Widow,34,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Single,31,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,42,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,42,Third Party,Sedan,0,700,External,no change,Collision
Urban,Female,Single,30,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,65,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,19,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,56,Third Party,Sport,0,400,External,no change,Liability
Rural,Male,Married,40,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,37,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Widow,59,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,22,Third Party,Sedan,0,400,External,1 year,All Perils
Urban,Male,Married,49,Third Party,Sport,0,400,External,no change,Collision
Urban,Male,Single,23,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,28,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,39,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,27,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,34,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,54,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Married,42,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,37,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,45,Third Party,Sedan,0,400,External,no change,Collision
Rural,Male,Married,26,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,42,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,22,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,54,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,47,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,50,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,30,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,29,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,41,Third Party,Sport,0,400,External,no change,Liability
Rural,Female,Married,49,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,32,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,26,Policy Holder,Sedan,0,400,External,1 year,All Perils
Urban,Male,Married,28,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,42,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Single,41,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Single,26,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,51,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,40,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,49,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,51,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,42,Third Party,Sport,0,400,External,no change,Collision
Urban,Female,Married,46,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,56,Third Party,Utility,0,400,External,no change,All Perils
Urban,Female,Single,34,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,36,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,28,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,75,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Single,0,Third Party,Utility,0,400,External,no change,All Perils
Rural,Male,Married,36,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,31,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,40,Policy Holder,Sedan,0,500,External,2 to 3 years,Collision
Urban,Male,Married,40,Policy Holder,Sport,0,400,Internal,no change,Liability
Urban,Male,Single,31,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,59,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,35,Policy Holder,Sedan,0,400,External,no change,All Perils
Rural,Male,Single,34,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,27,Policy Holder,Sedan,0,400,External,4 to 8 years,Collision
Urban,Male,Single,47,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,40,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,39,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,45,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,62,Policy Holder,Utility,0,700,External,no change,All Perils
Urban,Male,Married,49,Policy Holder,Sport,0,500,External,2 to 3 years,Liability
Urban,Male,Married,62,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,49,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,51,Policy Holder,Sport,0,400,Internal,no change,Liability
Urban,Male,Single,40,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,54,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,33,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,37,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,32,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,0,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,36,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,26,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,30,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,45,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Single,21,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,39,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Married,58,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,30,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,38,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,53,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,43,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Single,0,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,46,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,24,Third Party,Sport,0,400,External,no change,Liability
Rural,Male,Single,32,Policy Holder,Sport,0,400,External,1 year,Liability
Rural,Female,Single,23,Third Party,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,38,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,51,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,34,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,39,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,42,Policy Holder,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,43,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,47,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,37,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,40,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,43,Policy Holder,Sedan,0,400,External,no change,All Perils
Rural,Female,Single,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,31,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,37,Third Party,Sport,0,400,External,no change,Liability
Urban,Male,Married,31,Policy Holder,Utility,0,400,External,no change,Liability
Urban,Male,Single,59,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,21,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,32,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,26,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,75,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,42,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,64,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Married,49,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Single,20,Third Party,Sport,0,400,External,no change,Collision
Urban,Female,Married,35,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,32,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,45,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,41,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,38,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Female,Divorced,43,Policy Holder,Sedan,0,700,External,no change,All Perils
Urban,Male,Single,32,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,59,Policy Holder,Sedan,0,700,External,no change,All Perils
Urban,Male,Married,42,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,31,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,30,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,45,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,56,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,29,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,48,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Single,34,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,51,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,55,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,55,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,34,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,40,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,54,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,34,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,31,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,26,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,26,Policy Holder,Sedan,0,400,External,no change,Collision
